💔,211
💋,217
💖,231
❤,235
😍,109
😘,182
😚,133
🤩,146
😱,266
😖,291
😣,257
😩,207
😫,259
😳,223
😕,337
😞,320
😓,322
😥,359
😢,367
😭,200
😮,260
😲,240
😤,266
😡,255
😠,373
😏,185
😬,386
😒,296
😌,204
😔,201
😴,208
😅,330
😄,324
😂,263
😊,235
😉,323
😋,150
😜,277
😛,199
😝,245
🤢,276
🤮,320
😷,447
😵,254
👌,244
👍,323
👏,240
🙌,164
🙏,307
✌,292
😎,218
☺,242
🙈,207
🙊,307
🔥,215
💯,217
🎉,165
