💔,1514
💋,1503
💖,1451
❤,1445
😍,1289
😘,1493
😚,1458
🤩,1412
😱,1309
😖,1595
😣,1623
😩,1551
😫,1586
😳,1530
😕,1641
😞,1653
😓,1618
😥,1549
😢,1523
😭,1492
😮,1369
😲,1394
😤,1578
😡,923
😠,1544
😏,1518
😬,1548
😒,1620
😌,1539
😔,1604
😴,1572
😅,1525
😄,1539
😂,1502
😊,1540
😉,1496
😋,1457
😜,1474
😛,1511
😝,1510
🤢,1567
🤮,1574
😷,1408
😵,1533
👌,1421
👍,1524
👏,1319
🙌,999
🙏,1330
✌,1527
😎,1323
☺,1458
🙈,1561
🙊,1469
🔥,1209
💯,1275
🎉,1378
