💔,1000
💋,977
💖,1000
❤,965
😍,879
😘,1000
😚,979
🤩,979
😱,1000
😖,1000
😣,1000
😩,1000
😫,1000
😳,1000
😕,1000
😞,1000
😓,1000
😥,1000
😢,1000
😭,1000
😮,1000
😲,1000
😤,1000
😡,1000
😠,1000
😏,973
😬,1000
😒,1000
😌,952
😔,1000
😴,991
😅,1000
😄,1000
😂,1000
😊,1000
😉,1000
😋,980
😜,1000
😛,989
😝,1000
🤢,1000
🤮,1000
😷,1000
😵,1000
👌,1000
👍,1000
👏,982
🙌,1000
🙏,1000
✌,1000
😎,1000
☺,1000
🙈,996
🙊,1000
🔥,955
💯,988
🎉,971
