💔,346
💋,322
💖,308
❤,303
😍,162
😘,270
😚,199
🤩,223
😱,347
😖,407
😣,358
😩,347
😫,390
😳,320
😕,487
😞,432
😓,436
😥,449
😢,482
😭,315
😮,349
😲,347
😤,371
😡,324
😠,485
😏,273
😬,501
😒,448
😌,289
😔,305
😴,294
😅,464
😄,436
😂,371
😊,326
😉,436
😋,219
😜,391
😛,284
😝,328
🤢,403
🤮,433
😷,550
😵,354
👌,326
👍,391
👏,313
🙌,214
🙏,376
✌,407
😎,296
☺,315
🙈,273
🙊,436
🔥,314
💯,291
🎉,224
